"Started At (CST)","Ended At (CST)","Tag","Duration (Minutes)","Starting Location","Starting Saved Location","Starting Latitude","Starting Longitude","Starting Odometer (mi)","Ending Location","Ending Saved Location","Ending Latitude","Ending Longitude","Ending Odometer (mi)","Starting Battery (%)","Ending Battery (%)","Average Inside Temperature (°F)","Average Outside Temperature (°F)","Average Speed (mph)","Max Speed (mph)","Rated Range Used (mi)","Ideal Range Used (mi)","Distance (mi)","Total Energy Used (kWh)","Average Energy Used (Wh/mi)"
"2025-06-07 21:03","2025-06-07 21:19",,"15","Interstate 10, Balmorhea, Texas 79718, United States",,"30.954239","-103.429306","58703.64","Farm to Market Road 2448, Balmorhea, Texas 79718, United States",,"30.989368","-103.628800","58715.81","81","76","69.21","91.27","56","65","15.82","0.00","12.17","3.60","296"
"2025-06-07 22:00","2025-06-07 22:02",,"2","Farm to Market Road 2448, Balmorhea, Texas 79718, United States",,"30.989374","-103.628800","58715.82","160 Interstate 10, Balmorhea, Texas 79718, United States",,"30.990120","-103.639330","58716.52","74","73","71.06","98.71","20","41","1.67","0.00","0.69","0.38","551"
"2025-06-07 22:21","2025-06-07 23:04",,"42","160 Interstate 10, Balmorhea, Texas 79718, United States",,"30.990120","-103.639330","58716.52","Interstate 10, Balmorhea, Texas 79855, United States",,"31.029507","-103.900430","58732.66","72","62","66.16","89.71","32","59","27.78","0.00","16.14","6.34","393"
"2025-06-07 23:18","2025-06-07 23:18",,"0","Interstate 10, Balmorhea, Texas 79855, United States",,"31.029509","-103.900440","58732.66","Interstate 10, Balmorhea, Texas 79855, United States",,"31.029545","-103.900500","58732.66","61","61","68.90","88.70","0","1","0.00","0.00","0.00","0.02",
"2025-06-07 23:30","2025-06-07 23:36",,"6","Interstate 10, Balmorhea, Texas 79855, United States",,"31.029556","-103.900510","58732.67","Interstate 10, Balmorhea, Texas 79855, United States",,"31.043682","-103.932050","58734.76","61","59","68.18","88.14","38","46","4.02","0.00","2.09","0.92","440"
"2025-06-07 23:47","2025-06-07 23:47",,"0","Interstate 10, Balmorhea, Texas 79855, United States",,"31.043682","-103.932050","58734.76","Interstate 10, Balmorhea, Texas 79855, United States",,"31.043715","-103.932110","58734.77","59","59","70.88","86.00","0","1","0.00","0.00","0.01","0.00","0"
"2025-06-08 00:46","2025-06-08 00:49",,"2","1835 West Desert Street, Van Horn, Texas 79855, United States",,"31.037209","-104.854965","58734.77","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037258","-104.854866","58734.79","58","58","84.38","87.80","3","3","0.67","0.00","0.01","-0.02","-2000"
"2025-06-08 01:50","2025-06-08 01:51",,"1","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037294","-104.854850","58734.79","1807 West Broadway Street, Van Horn, Texas 79855, United States",,"31.037285","-104.854940","58734.84","100","100","82.58","86.90","2","2","0.33","0.00","0.04","0.06","1500"
"2025-06-08 07:55","2025-06-08 07:56",,"0","1835 West Desert Street, Van Horn, Texas 79855, United States",,"31.037285","-104.854970","58734.85","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037207","-104.854890","58734.86","90","90","64.58","83.30","0","1","0.00","0.00","0.01","-0.02","-2000"
"2025-06-08 08:36","2025-06-08 08:46",,"9","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037210","-104.854860","58734.86","1807 West Broadway Street, Van Horn, Texas 79855, United States",,"31.037592","-104.855240","58738.13","100","98","65.01","83.30","24","39","4.18","0.00","3.27","1.16","355"
"2025-06-08 09:05","2025-06-08 09:07",,"1","1807 West Broadway Street, Van Horn, Texas 79855, United States",,"31.037579","-104.855225","58738.16","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037199","-104.854840","58738.21","97","97","54.48","92.30","4","5","0.17","0.00","0.05","0.00","0"
"2025-06-08 09:07","2025-06-08 09:16",,"8","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037199","-104.854840","58738.21","600 East Broadway Street, Van Horn, Texas 79855, United States",,"31.040129","-104.823920","58740.63","97","96","67.28","89.56","23","40","3.60","0.00","2.41","0.86","357"
"2025-06-08 09:24","2025-06-08 09:27",,"2","600 East Broadway Street, Van Horn, Texas 79855, United States",,"31.040121","-104.823920","58740.63","100 Ross Drive, Van Horn, Texas 79855, United States",,"31.040092","-104.818950","58740.99","95","95","62.60","94.64","10","19","0.67","0.00","0.35","0.14","400"
"2025-06-08 09:36","2025-06-08 09:38",,"1","100 Ross Drive, Van Horn, Texas 79855, United States",,"31.040092","-104.818950","58740.99","100 Ross Drive, Van Horn, Texas 79855, United States",,"31.040610","-104.819214","58741.13","94","94","63.32","93.20","8","12","0.33","0.00","0.14","0.14","1000"
"2025-06-08 12:03","2025-06-08 12:13",,"9","100 Ross Drive, Van Horn, Texas 79855, United States",,"31.040610","-104.819214","58741.14","100 Ross Drive, Van Horn, Texas 79855, United States",,"31.040610","-104.819214","58741.14","84","83","84.61","106.95","0","0","2.85","0.00","0.00","0.68",
"2025-06-08 17:44","2025-06-08 17:49",,"4","100 Ross Drive, Van Horn, Texas 79855, United States",,"31.040610","-104.819214","58741.14","303 Park Drive, Van Horn, Texas 79855, United States",,"31.051428","-104.829190","58742.89","53","52","69.10","110.62","20","36","2.93","0.00","1.75","0.72","411"
"2025-06-08 18:01","2025-06-08 18:07",,"5","303 Park Drive, Van Horn, Texas 79855, United States",,"31.051428","-104.829210","58742.90","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037287","-104.854866","58745.33","51","50","66.72","107.60","24","39","4.44","0.00","2.42","1.00","413"
"2025-06-08 19:52","2025-06-08 19:53",,"0","1831 West Desert Street, Van Horn, Texas 79855, United States",,"31.037294","-104.854850","58745.34","1807 West Broadway Street, Van Horn, Texas 79855, United States",,"31.037296","-104.854940","58745.35","96","96","68.77","112.10","0","0","0.00","0.00","0.01","0.06","6000"
"2025-06-08 21:58","2025-06-08 21:58",,"0","Export Place, El Paso, Texas 79912, United States",,"31.876776","-106.577156","58745.35","Export Place, El Paso, Texas 79912, United States",,"31.876766","-106.577190","58745.35","93","93","93.02","101.30","0","0","0.00","0.00","0.00","0.02",
"2025-06-08 22:02","2025-06-08 22:03",,"1","Export Place, El Paso, Texas 79912, United States",,"31.876766","-106.577220","58745.36","1345 Export Place, El Paso, Texas 79912, United States",,"31.876920","-106.577080","58745.38","93","93","79.88","98.60","2","2","0.33","0.00","0.02","0.08","4000"
"2025-06-09 09:36","2025-06-09 09:37",,"0","1345 Export Place, El Paso, Texas 79912, United States",,"31.876923","-106.577090","58745.39","1345 Export Place, El Paso, Texas 79912, United States",,"31.876879","-106.577070","58745.40","89","89","85.28","81.50","0","1","0.00","0.00","0.01","0.00","0"
"2025-06-09 09:37","2025-06-09 09:45",,"8","1345 Export Place, El Paso, Texas 79912, United States",,"31.876879","-106.577070","58745.40","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876547","-106.577020","58751.42","89","84","74.57","82.13","46","84","13.14","0.00","6.02","3.00","498"
"2025-06-09 09:49","2025-06-09 09:50",,"0","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876577","-106.577020","58751.44","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876550","-106.577030","58751.44","84","84","68.00","86.90","0","0","0.00","0.00","0.00","0.00",
"2025-06-09 09:50","2025-06-09 10:01",,"11","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876550","-106.577030","58751.44","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876598","-106.577020","58757.51","84","80","67.44","84.58","46","78","10.21","0.00","6.07","2.16","356"
"2025-06-09 10:11","2025-06-09 10:12",,"1","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876678","-106.577034","58757.52","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876630","-106.577070","58757.52","80","80","81.79","90.50","0","1","0.17","0.00","0.00","0.02",
"2025-06-09 10:13","2025-06-09 10:13",,"0","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876630","-106.577070","58757.52","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876630","-106.577100","58757.52","80","80","81.14","90.50","0","1","0.00","0.00","0.00","0.00",
"2025-06-09 12:11","2025-06-09 12:11",,"0","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876608","-106.577126","58757.52","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876444","-106.576935","58757.55","80","80","84.56","90.50","2","2","0.17","0.00","0.02","0.06","3000"
"2025-06-09 12:13","2025-06-09 12:14",,"1","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876417","-106.576920","58757.55","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876392","-106.576904","58757.56","80","79","75.56","90.50","0","0","0.00","0.00","0.01","0.02","2000"
"2025-06-09 12:14","2025-06-09 12:36",,"21","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876392","-106.576904","58757.56","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876219","-106.576990","58771.23","79","71","66.79","91.62","50","81","22.34","0.00","13.67","5.08","372"
"2025-06-09 12:50","2025-06-09 13:03",,"12","7825 Helen of Troy Drive, El Paso, Texas 79912, United States",,"31.876242","-106.576996","58771.24","6600 North Desert Boulevard, El Paso, Texas 79912, United States",,"31.892880","-106.581550","58772.73","70","68","66.81","97.86","37","67","5.94","0.00","1.49","1.38","926"
"2025-06-09 13:14","2025-06-09 13:14",,"0","6600 North Desert Boulevard, El Paso, Texas 79912, United States",,"31.892880","-106.581550","58772.73","6600 North Desert Boulevard, El Paso, Texas 79912, United States",,"31.892880","-106.581550","58772.73","67","66","69.44","104.90","0","0","0.00","0.00","0.00","0.00",
"2025-06-09 13:27","2025-06-09 13:34",,"6","6600 North Desert Boulevard, El Paso, Texas 79912, United States",,"31.892880","-106.581550","58772.73","706 Westway Boulevard, Canutillo, Texas 79835, United States",,"31.957514","-106.578636","58777.42","65","62","70.79","100.71","42","73","8.54","0.00","4.67","1.94","415"
"2025-06-09 14:05","2025-06-09 14:40",,"34","706 Westway Boulevard, Canutillo, Texas 79835, United States",,"31.957512","-106.578660","58777.42","401 North Church Street, Las Cruces, New Mexico 88001, United States",,"32.312798","-106.778390","58807.30","58","41","67.23","98.91","60","83","46.78","0.00","29.88","10.60","355"
"2025-06-09 16:27","2025-06-09 16:37",,"9","401 North Church Street, Las Cruces, New Mexico 88001, United States",,"32.312810","-106.778400","58807.30","401 North Church Street, Las Cruces, New Mexico 88001, United States",,"32.312800","-106.778390","58807.30","32","31","70.95","106.45","0","0","2.51","0.00","0.00","0.60",
"2025-06-09 18:14","2025-06-09 18:26",,"11","401 North Church Street, Las Cruces, New Mexico 88001, United States",,"32.312800","-106.778390","58807.30","2347 East Lohman Avenue, Las Cruces, New Mexico 88001, United States",,"32.315422","-106.750680","58810.63","24","22","64.62","105.64","19","45","6.36","0.00","3.32","1.42","428"
"2025-06-09 18:34","2025-06-09 18:36",,"1","2347 East Lohman Avenue, Las Cruces, New Mexico 88001, United States",,"32.315422","-106.750680","58810.63","540 Walton Boulevard, Las Cruces, New Mexico 88001, United States",,"32.315720","-106.751450","58810.73","21","21","67.59","107.60","7","12","0.17","0.00","0.10","0.12","1200"
"2025-06-09 18:48","2025-06-09 18:49",,"0","540 Walton Boulevard, Las Cruces, New Mexico 88001, United States",,"32.315730","-106.751460","58810.74","571 Walton Boulevard, Las Cruces, New Mexico 88001, United States",,"32.315014","-106.751076","58810.80","20","20","68.18","110.30","12","12","0.17","0.00","0.06","0.08","1333"
"2025-06-09 19:26","2025-06-09 19:37",,"11","571 Walton Boulevard, Las Cruces, New Mexico 88001, United States",,"32.315014","-106.751076","58810.80","202 North Motel Boulevard, Las Cruces, New Mexico 88007, United States",,"32.296696","-106.812440","58814.82","18","16","67.68","104.90","27","47","4.85","0.00","4.02","1.04","259"
"2025-06-09 20:17","2025-06-09 20:43",,"25","202 North Motel Boulevard, Las Cruces, New Mexico 88007, United States",,"32.296696","-106.812440","58814.82","Interstate 25, Rincon, New Mexico 87936, United States",,"32.572617","-106.932655","58836.10","92","77","64.17","99.64","59","89","49.54","0.00","21.28","9.78","460"
"2025-06-09 20:48","2025-06-09 21:16",,"28","Interstate 25, Rincon, New Mexico 87936, United States",,"32.572617","-106.932655","58838.90","Interstate 25, Derry, New Mexico 87936, United States",,"32.864660","-107.289910","58871.40","74","51","63.09","90.82","71","99","62.93","0.00","32.05","14.32","447"
"2025-06-09 21:16","2025-06-09 21:39",,"22","Interstate 25, Derry, New Mexico 87936, United States",,"32.864660","-107.289910","58871.40","455 South Foch Street, Truth or Consequences, New Mexico 87901, United States",,"33.128340","-107.254250","58892.26","51","39","63.39","85.86","55","92","32.30","0.00","20.85","7.28","349"
"2025-06-09 21:57","2025-06-09 22:04",,"7","455 South Foch Street, Truth or Consequences, New Mexico 87901, United States",,"33.128310","-107.254250","58892.26","2201 F.G. Amin St, Truth or Consequences, New Mexico 87901, United States",,"33.155170","-107.251540","58894.71","39","37","72.09","85.44","23","43","6.28","0.00","2.43","1.40","576"
"2025-06-09 22:05","2025-06-09 22:06",,"1","2201 F.G. Amin St, Truth or Consequences, New Mexico 87901, United States",,"33.155170","-107.251540","58894.71","2201 F.G. Amin St, Truth or Consequences, New Mexico 87901, United States",,"33.155210","-107.251590","58894.72","37","36","65.84","82.40","0","0","0.17","0.00","0.01","-0.02","-2000"
"2025-06-09 22:32","2025-06-09 22:32",,"0","2201 F.G. Amin St, Truth or Consequences, New Mexico 87901, United States",,"33.155210","-107.251590","58894.73","2201 F.G. Amin St, Truth or Consequences, New Mexico 87901, United States",,"33.155235","-107.251570","58894.73","85","85","66.02","82.40","0","0","0.00","0.00","0.00","0.00",
"2025-06-09 22:32","2025-06-09 23:34",,"61","2201 F.G. Amin St, Truth or Consequences, New Mexico 87901, United States",,"33.155235","-107.251570","58894.73","Doc Holiday Lane, Socorro, New Mexico 87801, United States",,"34.071690","-106.893060","58967.08","85","36","66.02","77.22","69","88","133.64","0.00","72.35","30.38","420"
"2025-06-09 23:50","2025-06-09 23:50",,"0","Doc Holiday Lane, Socorro, New Mexico 87801, United States",,"34.071705","-106.893060","58967.09","Doc Holiday Lane, Socorro, New Mexico 87801, United States",,"34.071705","-106.893060","58967.09","73","73","67.46","72.50","0","0","0.00","0.00","0.00","0.00",
"2025-06-09 23:50","2025-06-09 23:51",,"0","Doc Holiday Lane, Socorro, New Mexico 87801, United States",,"34.071705","-106.893060","58967.09","Doc Holiday Lane, Socorro, New Mexico 87801, United States",,"34.071705","-106.893060","58967.09","73","73","68.14","72.50","0","0","0.00","0.00","0.00","0.00",
"2025-06-09 23:51","2025-06-10 01:02",,"71","Doc Holiday Lane, Socorro, New Mexico 87801, United States",,"34.071705","-106.893060","58967.09","8512 Summer Avenue Northeast, Albuquerque, New Mexico 87112, United States",,"35.092167","-106.550160","59048.82","73","21","63.88","69.84","71","89","138.91","0.00","81.68","31.82","390"
"2025-06-10 01:04","2025-06-10 01:18",,"14","8512 Summer Avenue Northeast, Albuquerque, New Mexico 87112, United States",,"35.092167","-106.550160","59048.82","1701 Martha Street Northeast, Albuquerque, New Mexico 87112, United States",,"35.100010","-106.521160","59051.53","21","19","65.70","72.93","26","42","5.61","0.00","2.70","1.28","474"
"2025-06-10 01:26","2025-06-10 01:33",,"7","1701 Martha Street Northeast, Albuquerque, New Mexico 87112, United States",,"35.100014","-106.521160","59051.53","2261 Uptown Loop Road Northeast, Albuquerque, New Mexico 87110, United States",,"35.104225","-106.565710","59054.54","19","18","64.18","70.70","22","39","3.60","0.00","2.99","0.86","288"
"2025-06-10 02:30","2025-06-10 03:19",,"48","2261 Uptown Loop Road Northeast, Albuquerque, New Mexico 87110, United States",,"35.104225","-106.565710","59054.54","113 Indian Service Route 22, Cubero, New Mexico 87007, United States",,"35.034138","-107.472420","59109.68","98","66","59.23","68.32","69","84","88.62","0.00","55.14","20.06","364"
